id,source,sentence_1,sentence_2,label,binary-label,sentence_1_bert,sentence_2_bert
boostcamp-sts-v1-train-1601,slack-sampled,"그냥 큰 음쓰통을 살까도 생각했는데, 냄새가 너무 나겠더라구요",잠깐 내용을 살펴봤는데 너무너무 재미있을 것 같더라고요.,0.0,0.0,"그래서 그냥 큰 음쓰통을 살까도 생각했는데, 냄새가 너무 나겠더라구요",잠깐 내용을 살펴봤는데 너무너무너무 재미있을 것 같더라고요.
boostcamp-sts-v1-train-1606,slack-rtt,아 이거 그냥 당기니 열었습니다!,"아, 방금 개봉했어요!",0.0,0.0,아 이거는 그냥 당기니 열었습니다!,"아, 방금 개봉했어요!"
boostcamp-sts-v1-train-1616,petition-sampled,의혹 투성이 대연비치 재건축 과정 수사 청원합니다!,이명박 아들 이시형 마약투약혐의 재수사 및 고의누락 검찰 수사 관련자 처벌 청원합니다.,0.0,0.0,의혹 투성이 대연비치 재건축 과정 검찰 수사 청원합니다!,이명박 아들 이시형 마약투약혐의 재수사 촉구 명예훼손 및 고의누락 검찰 수사 관련자 처벌 청원합니다.
boostcamp-sts-v1-train-1622,petition-sampled,지역인재 충남지역 대학 역차별,하남지역 초등학교 돌봄교실 확충 청원합니다.,0.0,0.0,"지역인재, 충남지역 대학 역차별",하남지역 초등학교 돌봄교실 대폭 확충 청원합니다.
boostcamp-sts-v1-train-1624,nsmc-sampled,아직도 신현준의 황장군 연기는 음...,"정종철,박준형등 이무리의 사람들이 나오는 영화는 크게 성공 안한듯?...",0.0,0.0,. 아직도 신현준의 황장군 연기는 음...,"정종철, 박준형등 이무리의 사람들이 나오는 영화는 크게 성공을 안한듯?..."
boostcamp-sts-v1-train-1626,slack-sampled,어제 The Verge에서 소개한 핸폰보고 약간 신기했었는데() 위의 링크된 글을 보니 소프트웨어도 같이 직접 만들었다고 하네요.,"어제 tv에서 하는 “방구석 1열” 방영하는 걸 봤는데, 기억에 관련된 영화를 소개하는 편이더군요. (기억의 밤 ; 내가 잠들기 전에)",0.0,0.0,사실 어제 The Verge에서 직접 소개한 핸폰보고 약간 신기했었는데 ( ) 위의 링크된 글을 보니 소프트웨어도 같이 직접 만들었다고 하네요.,"어제는 KBS tv에서 하는 “ 방구석 1열 ” 방영하는 걸 봤는데, 기억에 관련된 영화를 소개하는 편이더군요. ( 기억의 밤 ; ; 내가 잠들기 전에 )"
boostcamp-sts-v1-train-1629,petition-sampled,도대체 지정헌혈이 무엇인지요? 이래서 헌혈을 할까요?,청소년 보호법이 과연 청소년을 지키고 있을까요?,0.0,0.0,도대체 지정헌혈이 무엇인지요? 이래서 헌혈을 해야 할까요?,청소년 보호법이 과연 과연 청소년을 지키고 있을까요?
boostcamp-sts-v1-train-1634,slack-sampled,제주도 플렉스 ㄷㄷ,와 나 베이스 좋아했네;,0.0,0.0,제주도 플렉스 ㄷㄷ,아 와 나 베이스 좋아했네 ;
boostcamp-sts-v1-train-1635,slack-sampled,"바로, 감사하다는 말씀이었는데요!!",타지에서 가족같은 사람들이 있어서 좋다는 말이 너무나 부럽기도 하고 좋아보였어요!!,0.0,0.0,"바로, 감사하다는 말씀이었는데요!!",타지에서 가족같은 사람들이 있어서 너무 좋다는 말이 너무나 부럽기도도 하고 좋아보였어요!!
boostcamp-sts-v1-train-1641,nsmc-sampled,뜬구름 잡는.. 지겨웠다.,아.. 지구내부에서 죽은 사람들.. 정말 감동이었다...,0.0,0.0,뜬구름 잡는.. 지겨웠다.,아.. 지구내부에서 죽은 사람들.. 정말. 감동이었다...
boostcamp-sts-v1-train-1642,petition-sampled,수능연기를 하되 수능고사장으로 지정된 학교는 일주일 휴교령을 내려주시기 바랍니다.,서울시설공단 대표와 일주일 동행 요청,0.0,0.0,매년 수능연기를 하되 수능고사장으로 지정된 학교는 일주일 휴교령을 내려주시기 바랍니다.,서울시설공단 대표와의 일주일 동행 요청
boostcamp-sts-v1-train-1657,slack-sampled,ㅋㅋ이분 진짜 탑클래스,엌ㅋㅋ 진짜 연예인이시네요,0.0,0.0,ㅋㅋ이분 진짜 탑클래스,엌ㅋㅋ 진짜 연예인이시네요
boostcamp-sts-v1-train-1659,nsmc-sampled,왜 히치콕이 명감독인지 알게되었어요,아마 마이클만 무명 시절이었지 몰지만 비디오 출시한 LA강력반 영화를이라 봤는데 너무 재밌었어요.,0.0,0.0,왜 하필 히치콕이 명감독인지 알게되었어요,아마 마이클만 무명 시절이었지 몰지만 비디오 출시한 LA강력반대 영화를이라서 봤는데 너무 재밌었어요.
boostcamp-sts-v1-train-1662,slack-sampled,이거 좀 본까지 입을수 있는 얇은 버전으로 100개 더 고고.,다음에 또 얘기하게되면 좀 더 친해진 버전으로 입 털어보자는 기약을 남겼습니다ㅎㅎㅎ,0.0,0.0,이거 좀 본까지 입을수 있는 좀 얇은 버전으로 한 100개 더 고고.,다음에 또 다시 얘기하게되면 좀 더 친해진 버전으로 입 털어보자는 걸로 기약을 남겼습니다ㅎㅎㅎ
boostcamp-sts-v1-train-1667,nsmc-rtt,두 사람이 연기 호흡이 괜찮았다,둘은 담배도 잘 피고 숨도 잘 쉬고,0.0,0.0,두 사람이 연기 호흡이 너무 괜찮았다,둘은 담배도 잘 안 피고 숨도 잘 쉬고
boostcamp-sts-v1-train-1669,slack-sampled,오잉 제가 하면 좋은데 내용을 몰라서,오… 저는 먹고 운동 안 하는데 ㅠ,0.0,0.0,오잉 제가 하면 좋은데 그 내용을 몰라서,오 … 저는 먹고 운동 안 하고 하는데 ㅠ
boostcamp-sts-v1-train-1671,slack-sampled,"스터디 Menu/ 나누고 싶은 정보가 있다면, Others에 링크 추가해 두었습니다.",<PERSON> 님 혹시 관심있으실까 하여 두 권 모두 상현 사무실에 두었습니다.,0.0,0.0,"스터디 Menuice / 나누고 싶은 스터디 정보가 있다면, Others에 링크 추가해 두었습니다.",< PERSON > 님 혹시 혹시 관심있으실까 하여 두어 권 모두 상현 사무실에 두었습니다.
boostcamp-sts-v1-train-1675,slack-sampled,앗 그리고 쿠팡 기사님도 잔뜩 뭔가 놓고 가셔서 옮겨둘게요,제주도 계신 분들 근처 오름 가셔서 별 구경 해보세용,0.0,0.0,앗 그리고 쿠팡 기사님도 잔뜩. 뭔가 놓고 가셔서 옮겨둘게요,제주도에 계신 분들 근처 오름 가셔서 별 구경 해보세용
boostcamp-sts-v1-train-1676,nsmc-sampled,오늘밤 다들 악몸꾸실꺼에요 ㅋㅋㅋ,몸사리는거 최고네요 ㅋㅋ,0.0,0.0,오늘밤은 다들 악몸꾸실꺼에요 ㅋㅋㅋ,몸사리는거 최고네요 ㅋㅋ
boostcamp-sts-v1-train-1684,petition-sampled,불합리한 공매도 개선 해주세요,사회갈등을 초래하는 댓글란을 삭제해 주세요,0.0,0.0,불합리한 공매도 제도 개선 해주세요,사회갈등을 초래하는 댓글란을 삭제해주 주세요
boostcamp-sts-v1-train-1692,slack-sampled,저만 술에 취한 줄 알았는데...나만 아니었군요.,첨에 노래 제목이 변심을 이야기 하는 것 인줄 알았는데..,0.0,0.0,저만 술에 취한 줄 알았는데... 나만이 아니었군요.,첨에 노래 제목이 변심을 두고 이야기 하는 것 인줄 알았는데..
boostcamp-sts-v1-train-1698,petition-sampled,문재인 대통령님 임기 다 안 채우셔도 됩니다,종합부동산세 부과기준을 변경해야 됩니다.,0.0,0.0,그럼 문재인 대통령님 임기 다 안 채우셔도 됩니다,종합부동산세 부과기준을 변경해야만 됩니다.
boostcamp-sts-v1-train-1704,petition-sampled,자동차 사고 났을 때 '자기 부담금' 너무 크다.,국민혈세 '깜깜이 지출'하는 국회의 정기적 외부 회계 감사를 청원합니다.,0.0,0.0,그런데 자동차 사고 났을 때'자기 부담금'너무 크다.,국민혈세'깜깜이 지출'하는 국회 국회의 정기적 외부 회계 감사를 청원합니다.
boostcamp-sts-v1-train-1705,nsmc-sampled,무엇을 상상하건 그 이하를 보게 될 것입니다.,좋은영화를 보게 되어 영광입니다.,0.0,0.0,무엇을 상상하건 상관없이 그 이하를 보게 될 것입니다.,좋은영화를 보게 되어 큰 영광입니다.
boostcamp-sts-v1-train-1710,slack-sampled,"“어떻게 하면 더 잘 할수 있을까?,",도울 수 있는 일이 있을까용?!,0.0,0.0,"“ 어떻게 하면 더 이상 잘 할수 있을까?,",도울 수는 있는 일이 있을까용?!
boostcamp-sts-v1-train-1712,petition-sampled,트럼프 사태를 해결합시다,미세먼지 대책을 마련해주세요,0.0,0.0,트럼프 사태를 해결합시다,미세먼지 대책을 마련해주세요
boostcamp-sts-v1-train-1714,petition-sampled,정부는 웹하드 카르텔과 로비 방관 의혹을 수사하라,공군사관학교 교수사관 채용 비리 및 업무 처리 의심 관련,0.0,0.0,정부는 웹하드의 카르텔과 로비 방관 의혹을 수사하라,공군사관학교 교수사관 채용 비리 및 부당 업무 처리 의심 관련
boostcamp-sts-v1-train-1722,slack-sampled,저는 이동을 하면서 일을 하는편인데요.,"보통 저는 하락 장일 때만 매수를 하는 편이고요,",0.0,0.0,저는 이동을 하면서 일을 많이 하는편인데요.,"보통 저는 하락 장일 때만 매수를 하는 편인 편이고요,"
boostcamp-sts-v1-train-1723,nsmc-sampled,한국인으로서 부끄러운 애니.,같은 남자로써 수치다...,0.0,0.0,한국인으로서 부끄러운 애니.,같은 남자로써 수치다...
boostcamp-sts-v1-train-1724,slack-sampled,오 뭔가 에너지가 느껴집니다 ㅎㅎ 환영합니다~!,솜뭉치 넘 귀엽고 주니어 넘 축하드립니다~!!,0.0,0.0,~ 오 뭔가 에너지가 느껴집니다 ㅎㅎ 환영합니다 ~!,솜뭉치 넘 귀엽고 ~ 주니어 넘 축하드립니다 ~!!
boostcamp-sts-v1-train-1727,slack-sampled,"새해를 맞이하여, 그동안 오랜동안 인턴으로 멋있게 활약해주신 <PERSON> 님께서 정규직으로 전환이 되셨습니다.",업무환경 지원금으로 재구매한 M1 MAX PRO 14인치가 2달만에 집에 도착하셨습니다.,0.0,0.0,"새해를 맞이하여, 그동안 오랜동안 여성 인턴으로 멋있게 활약해주신 < PERSON > 님 님께서 정규직으로 전환이 되셨습니다.",회사 업무환경 지원금으로 재구매한 M1 MAX PRO 14인치가 2달만에 집에 무사히 도착하셨습니다.
boostcamp-sts-v1-train-1730,slack-sampled,오늘도 한번 달려보겠습니다~!!!,기회되면 한국에서 한번 뵙겠습니다~~!!,0.0,0.0,오늘도 한번 달려보겠습니다~!!!,기회되면 꼭 한국에서 한번 뵙겠습니다 ~ ~!!
boostcamp-sts-v1-train-1736,nsmc-sampled,로맨틱보단 코믹이 더 강하고 시간 잘간다.. 화장실유머도 웃기고,코난이랑 김전일이 더 재밌다는 관객 의견에 % 동의한다.,0.0,0.0,로맨틱보단 더 코믹이 더 강하고 시간 잘간다.. 화장실유머도 웃기고,코난이랑 김전일이 더 재밌다는 관객 의견에 % 는 동의한다.
boostcamp-sts-v1-train-1738,petition-sampled,개인투자자들은 피눈물 흘리고있습니다,불법 민주노총 시위때문에 고통받고 있습니다,0.0,0.0,개인투자자들은 피눈물 흘리고있습니다,불법인 민주노총 시위때문에 고통받고 있습니다
boostcamp-sts-v1-train-1742,petition-sampled,윗집이 저희집을 너무 힘들게해요,실업급여가 자영업자를 더 힘들게 합니다,0.0,0.0,윗집이 저희집을 너무도 힘들게해요,실업급여가 저소득 자영업자를 더 힘들게 합니다
boostcamp-sts-v1-train-1745,nsmc-sampled,완전 또 울었네유~,완전 재밌어 또 보고 싶어,0.0,0.0,완전 또 울었네유~,나 완전 재밌어 또 보고 싶어
boostcamp-sts-v1-train-1746,slack-sampled,아 스스로 반성하게 되는군요..,아 이것이군요.. ㅋㅋ,0.0,0.0,아 스스로 반성하게 해야 되는군요..,아 이것이군요.. ㅋㅋ
boostcamp-sts-v1-train-1747,petition-sampled,종이통장 유로로 바꾸지말고 폐지시키지 말아줘요,엄마 아빠를 반의어가 아닌 유의어로 바꿔주세요,0.0,0.0,종이통장 유로로 바꾸지말고 폐지시키지는 말아줘요,엄마 아빠를 반의어가 아닌 다른 유의어로 바꿔주세요
boostcamp-sts-v1-train-1750,petition-sampled,진경준재판 재심해 주세요.,순경 시험 영어 폐지해 주세요.,0.0,0.0,진경준재판 재심해 주세요.,순경 시험 때 영어 폐지해 주세요.
boostcamp-sts-v1-train-1753,petition-sampled,택배사의 횡포 정말 정신나간 택배직원이 있네요.,포스코에서 억울하게 해고된 직원의 복직을 원합니다.,0.0,0.0,택배사의 횡포에 정말 정신나간 택배직원이 있네요.,포스코에서 가장 억울하게 해고된 직원의 복직을 원합니다.
boostcamp-sts-v1-train-1762,slack-sampled,로고송이나 bm 만들어주세용,운송장 번호가 궁금하신 분들은 저에게 살포시 DM 주세용,0.0,0.0,로고송이나 bm 만들어주세용,운송장 번호가 너무 궁금하신 분들은 저에게 살포시 DM 주세용
boostcamp-sts-v1-train-1769,nsmc-sampled,연기력도 좋은것 같음 ^-^,기분전환용으로는 최고인것 같네요^^,0.0,0.0,그리고 연기력도 좋은것 같음 ^ - ^,기분전환용으로는 최고인것 같네요^^
boostcamp-sts-v1-train-1770,slack-sampled,찐팬의 마음이 우선입니다.,조원선의 목소리가 좋습니다.,0.0,0.0,찐팬의 마음이 우선입니다.,조원선의 목소리가 좋습니다.
boostcamp-sts-v1-train-1773,nsmc-sampled,왜 아직껏 속편이 안나올까나..,왜 이제서야 봤을까..,0.0,0.0,왜 아직껏 속편이 잘 안나올까나..,왜 이제서야 봤을까..
boostcamp-sts-v1-train-1775,slack-sampled,브랜딩 디자인은 개발 직군과는 너무나도 다른 분야이기에 정말 쉴틈 없이 브랜딩 작업에 대해서 궁금했던 점을 많이 물어본 것 같습니다. ㅎㅎ,갑자기 크리티컬 voc에 대해 알아보자 시간이 됐군요. ㅋㅋ,0.0,0.0,브랜딩 디자인은 개발 직군과는 너무나도 전혀 다른 분야이기에 정말 쉴틈 없이 이 브랜딩 작업에 대해서 궁금했던 점을 많이 물어본 것도 같습니다. ㅎㅎ,갑자기 크리티컬 크리티컬 voc에 대해 알아보자 시간이 됐군요. ㅋㅋ
boostcamp-sts-v1-train-1788,petition-sampled,한국인 차별 외국계특혜정책 폐지하세요,여성전용칸 폐지 또는 여성전용이라는 단어 사용 금지 법 만들어주시길 바랍니다,0.0,0.0,한국인 국적 차별 외국계특혜정책 폐지하세요,"여성전용칸 폐지, 또는 여성전용이라는 단어의 사용 금지 법 만들어주시길 바랍니다"
boostcamp-sts-v1-train-1796,slack-sampled,코로나 격리로 미뤄졌던 기자님들과의 약속으로 매우 바쁘신 상황이시라고 합니다..!,주변 확진 케이스 토픽으로 시작해 여행이야기로 이어졌습니다.,0.0,0.0,코로나 격리로 미뤄졌던 기자님들과의 마지막 약속으로 매우 바쁘신 상황이시라고 합니다..!,주변 확진 케이스 토픽으로부터 시작해 여행이야기로 이어졌습니다.
boostcamp-sts-v1-train-1800,slack-sampled,지브리 좋아하는 사람은 안깔아보곤 못 버틸 것 같은 게임!,포카라가는 버스는 다시는 못탈거 같아요,0.0,0.0,지브리를 좋아하는 사람은 안깔아보곤 못 버틸 것 같은 게임!,내일 포카라가는 버스는 다시는 못탈거 같아요
boostcamp-sts-v1-train-1802,petition-sampled,수시로 집 나가는 엄마 붙잡아 주세요,고3 학생들 붙잡아 두지 말아 주세요.,0.0,0.0,수시로 집 나가는 엄마를 붙잡아 주세요,고3 학생들 붙잡아 두지 말아 해 주세요.
boostcamp-sts-v1-train-1840,petition-sampled,청소년 시험좀 없애주세요,경찰시험 시간좀 늘려주세요,0.0,0.0,청소년 시험좀 없애주세요,경찰시험 시간좀 늘려주세요
boostcamp-sts-v1-train-1843,slack-sampled,매크로끼리의 전쟁 ㅋㅋ,사투리의 역사와 판별력 ㅋㅋ,0.0,0.0,매크로끼리의 전쟁 ㅋㅋ,사투리의 실제 역사와 판별력 ㅋㅋ
boostcamp-sts-v1-train-1851,nsmc-sampled,소시오패스를 연기하는 자체가 모순,이런걸 사랑으로 포장하는 것조차 역겹다,0.0,0.0,- 소시오패스를 연기하는 자체가 모순,이런걸 사랑으로 포장하는다는 것조차 역겹다
boostcamp-sts-v1-train-1855,petition-sampled,슈프림 브랜드 짝퉁이 국내로 들어오지 못하게 해주세요,하이브리드 자동차에 대한 혜택을 축소하거나 없애지 말아주십쇼.,0.0,0.0,슈프림의 브랜드 짝퉁이 국내로 들어오지 못하게 해주세요,하이브리드 자동차에 대한 혜택을 축소하거나 없애지는 말아주십쇼.
boostcamp-sts-v1-train-1860,nsmc-sampled,이건 그냥 뽈노 아닌가..;;;; 그래서 점 드립니다,:분 짜리 영화 입니다..:;;;,0.0,0.0,이건 그냥 뽈노 아닌가.. ; ; ; ; 그래서 한 점 드립니다,: 분 짜리 영화 영화 입니다.. : ; ; ;
boostcamp-sts-v1-train-1869,slack-sampled,헉 바로 다리 풀기…,헉… 다음에 저도….,0.0,0.0,… 헉 바로 다리 풀기 …,헉… 다음에 저도….
boostcamp-sts-v1-train-1877,slack-sampled,"ㅎㅎㅎ 이거 30분 열심히 하시면 1천보, 조금 빨리가면 20분 천, 한시간 3천 정도 됩니다.",3000미터 넘으면 한시간 정도 휴식하고 올라가야 한다고 하더라고요.,0.0,0.0,". ㅎㅎㅎ 이거 30분 열심히 하시면 1천보, 조금 빨리가면 20분 천, 한시간 3천보 정도 됩니다.",3000미터가 넘으면 한시간 정도 휴식하고 올라가야 한다고 하더라고요.
boostcamp-sts-v1-train-1882,petition-sampled,정부의 힘으로 반토막도 더 내는군요,누진세는 결국 이렇게 흐지부지 넘어나는군요,0.0,0.0,그런데 정부의 힘으로 반토막도 더 내는군요,누진세는 결국 이렇게 해서 흐지부지 넘어나는군요
boostcamp-sts-v1-train-1888,slack-sampled,오늘의 저녁은 흑돼지와 함께합니다 !,"넵,오늘의 반가움은 맛난 커피로 이어갈게요.",0.0,0.0,오늘의 아침 저녁은 흑돼지와 함께합니다!,"넵, 오늘의 반가움은 맛난 모닝 커피로 이어갈게요."
boostcamp-sts-v1-train-1894,nsmc-sampled,이제 주온시리즈는 끝인걸로...,나는야.. 멕 라이언 누나 광팬... 허나.. 이젠 주름살이 너무 보인다...ㅠㅜ,0.0,0.0,이제 주온시리즈는 끝인걸로...,나는야.. 멕 라이언이 누나 광팬... 허나.. 이젠. 주름살이 너무 보인다... ㅠㅜ
boostcamp-sts-v1-train-1897,slack-sampled,패션에는 전혀 일가견이 없습니다….,ㅜㅜㅜ 너무 귀여워요….진짜…,0.0,0.0,그러나 패션에는 전혀 일가견이 없습니다 ….,ㅜㅜㅜ 너무 귀여워요….진짜…
boostcamp-sts-v1-train-1909,slack-sampled,받을 수 있냐고 요청이 왔습니다.,하는지 안하는지 확인이 쉬우면 좋겠습니다.,0.0,0.0,받을 수 있냐고 문의 요청이 왔습니다.,하는지 안하는지 확인이 쉬우면 더욱 좋겠습니다.
boostcamp-sts-v1-train-1914,petition-sampled,교통범칙금 과태료로 공무원 월급주는건 아니라고 생각합니다!!!,국회의원 무노동 무임금 및 주민소환제실시 법으로 규정해야 합니다!!,0.0,0.0,교통범칙금 과태료로 무조건 공무원 월급주는건 아니라고 생각합니다!!!,국회의원 무노동자 무임금 및 주민소환제실시 법으로 규정해야 합니다!!
boostcamp-sts-v1-train-1915,petition-sampled,후원단체 비리조사 해주세요,보수단체 집회 조사해주세요.,0.0,0.0,후원단체 비리조사 해주세요,보수단체 집회 조사해주세요.
boostcamp-sts-v1-train-1920,slack-sampled,오ㅋㅋ 이거 좋네요,오 감사합니다 ㅋㅋ,0.0,0.0,오ㅋㅋ 이거 좋네요,오 감사합니다 ㅋㅋ
boostcamp-sts-v1-train-1921,nsmc-sampled,길들여 진다는 것이 이렇게 무서울 수 있다니..하지만 불쾌한 감정들..,우리의 전통 홍길동전이 이렇게 쓰레기 같이 밟힐줄이야..어머나..,0.0,0.0,길들여 진다는 것이 이렇게 무서울 수는 있다니.. 하지만 불쾌한 감정들..,우리의 전통 홍길동전이 이렇게 쓰레기와 같이 밟힐줄이야.. 어머나..
boostcamp-sts-v1-train-1924,slack-sampled,헐 그런 의미였군요!,헐 저 유튜브 본적 있어요!,0.0,0.0,헐 그런 의미였군요!,헐 저 유튜브 영상 본적 있어요!
boostcamp-sts-v1-train-1925,slack-sampled,역시 돈버는 사람과 못버는 사람은 같은 걸 보고도 다른 생각을 하게되나봅니다 ㅎㅎㅎ,역시 실력자는 어떤 분야를 해도 금방 적응을 하시는것 같네요 ㅎㅎ,0.0,0.0,역시 돈버는 잘 자는 사람과 못버는 사람은 같은 걸 보고도 다른 생각을 하게되나봅니다 ㅎㅎㅎ,ㅎㅎ 역시 실력자는 거의 어떤 분야를 해도 금방 적응을 하시는것 같네요 ㅎㅎ
boostcamp-sts-v1-train-1932,slack-sampled,보통 그 대형모니터쪽에 있었죠..?,제가 언제 저런 사진을 찍었나요..??,0.0,0.0,? 보통 그 대형모니터쪽에 있었죠..?,그런데 제가 언제 저런 사진을 찍었나요..??
boostcamp-sts-v1-train-1933,slack-sampled,그럼 전 블랙핑크 갑니다.,그럼 전 놋북 덮고 뛰러 갑니다,0.0,0.0,그럼 전 블랙핑크로 갑니다.,"그럼, 전 놋북 덮고 뛰러 갑니다"
boostcamp-sts-v1-train-1938,slack-sampled,개인정보 와 상권 보호 때문일까요…?,혹시 이건 제 하드웨어 이슈일까요...?,0.0,0.0,개인정보 보호 와 상권 보호 때문일까요 …?,혹시 이건 제 하드웨어 관련 이슈일까요...?
boostcamp-sts-v1-train-1942,slack-sampled,지금 추세는 약간 떨어진다고는 합니다만 여전히 너무 비싸죠..,와.. 햇볕이 너무 좋은데요...,0.0,0.0,지금 추세는 약간 떨어진다고는 합니다만 그래도 여전히 너무 비싸죠..,와... 햇볕이 너무 좋은데요...
boostcamp-sts-v1-train-1943,slack-sampled,"넵, 보안을 위해 EXPORT는 막아두었습니다~!",<PERSON> 님과 처음 얘기나누었습니다~!,0.0,0.0,"넵,! 보안을 위해 EXPORT는 막아두었습니다 ~!",< PERSON > 님 님과 처음 얘기나누었습니다 ~!
boostcamp-sts-v1-train-1952,slack-sampled,마음 속으론 1등인걸로ㅎㅎ,꼭 질문 드리는걸로 ㅎㅎ,0.0,0.0,마음 속으론 1등인걸로ㅎㅎ,그럼 꼭 질문 드리는걸로 ㅎㅎ
boostcamp-sts-v1-train-1964,petition-sampled,이주아동 권리보장 기본법안 ㅡ 한번더 검토부탁드립니다.,경찰 공개채용 필기시험 법과목 필수 과목화 청원드립니다.,0.0,0.0,이주아동 권리보장 기본법안. ㅡ 한번더 검토부탁드립니다.,경찰 공개채용 필기시험 법과목별 필수 과목화 청원드립니다.
boostcamp-sts-v1-train-1965,slack-sampled,얼굴이 낯익다 했는데 모세 였군요,그 모태가 되는게 언리더십이었군요!,0.0,0.0,얼굴이 낯익다 고 했는데 모세 였군요,그의 모태가 되는게 언리더십이었군요!
boostcamp-sts-v1-train-1979,nsmc-sampled,유명한 영화라 평을 남기기가 머시기하네요..,드라마 집중안되어 채널을 돌리기도합니다..,0.0,0.0,유명한 영화라서 평을 남기기가 머시기하네요..,. 드라마 집중안되어 채널을 돌리기도합니다..
boostcamp-sts-v1-train-1981,nsmc-sampled,로렌스 왜그랬어ㅠ 연기력 아깝다,ㅊ최고의 로멘스 드라마 ㅠㅠ,0.0,0.0,제니퍼 로렌스 왜그랬어ㅠ 연기력 아깝다,ㅊ최고의 명작 로멘스 드라마 ㅠㅠ
boostcamp-sts-v1-train-1989,slack-sampled,아마 저랑 같은 10초대일듯.,아마 여성용도 있을 것입니다.,0.0,0.0,아마 저랑 저 같은 10초대일듯.,아마 여성용도 많이 있을 것입니다.
boostcamp-sts-v1-train-1994,nsmc-sampled,임권택 감독이 가장 후회하는 영화가 아닐까?,한국 드라마사상 최고의 수작이 아닐까 싶습니다.,0.0,0.0,아마도 임권택 감독이 가장 후회하는 영화가 아닐까?,한국은 드라마사상 최고의 수작이 아닐까 싶습니다.
boostcamp-sts-v1-train-1996,nsmc-sampled,mbc작가들... 진짜 이상하네요,진짜 되게 웃기네요...,0.0,0.0,mbc작가들... 진짜 이상하네요,진짜 되게 웃기네요...
boostcamp-sts-v1-train-2004,nsmc-sampled,조작한거같다고 의심사지않게 그냥 공개해요,진짜 상대를 힘들지않게 하고싶었으면 마음이 깊어지기전에 진작 밝혔어야지.,0.0,0.0,누가 조작한거같다고 의심사지않게 그냥 공개해요,진짜 상대를 힘들지않게 하고싶었으면 마음이 깊어지기전에는 진작 밝혔어야지.
boostcamp-sts-v1-train-2011,petition-sampled,의료보험 개선을 해주세요.,국민연금을 반환 해주세요.,0.0,0.0,의료보험 개선을 해주세요.,국민연금을 반환 해주세요.
boostcamp-sts-v1-train-2012,nsmc-sampled,서프라이즈 보는 것 같았음,재밌는데 교과서 보는 느낌? 같았음,0.0,0.0,서프라이즈를 보는 것 같았음,재밌는데 교과서 보는 느낌?? 같았음
boostcamp-sts-v1-train-2034,petition-rtt,빌라에 사는데 다달이 관리비로 10만원씩 내고 있습니다,주택을 제외한 모든 빌라/아파트 택배는 경비실에서 개인이 수령토록 해주세요,0.0,0.0,빌라에서 사는데 다달이 관리비로 10만원씩 내고 있습니다,일반 주택을 제외한 모든 빌라 / 아파트 택배는 경비실에서 개인이 수령토록 해주세요
boostcamp-sts-v1-train-2039,nsmc-sampled,과잉되었으며 잘못 선택된 음악.,그럴듯하게 시작했으나 억지스런 마무리.,0.0,0.0,그러나 과잉되었으며 잘못 선택된 음악.,"그럴듯하게 시작했으나, 억지스런 마무리."
boostcamp-sts-v1-train-2045,petition-sampled,숭례문 방화범 석방반대,소방관 방화복을 재조해주세요.,0.0,0.0,숭례문 방화범 석방반대,소방관 방화복을 재조해주세요.
boostcamp-sts-v1-train-2047,petition-sampled,소비기한 표기해 주세요.,일본 전범기 공식 항의해 주세요.,0.0,0.0,소비기한 표기해 주세요.,제발 일본 전범기 공식 항의해 주세요.
boostcamp-sts-v1-train-2057,slack-sampled,노래 넘 좋아요…..,밤에는 조금 무섭…..,0.0,0.0,노래 넘 좋아요…..,밤에는 조금 무섭…..
boostcamp-sts-v1-train-2065,nsmc-sampled,좀 웃기긴하지만 감동..ㅠㅠ,좀 너무 하긴 하네여..ㅡ.ㅜ,0.0,0.0,좀 웃기긴하지만 감동..ㅠㅠ,좀. 너무 하긴 하네여.. ㅡ. ㅜ
boostcamp-sts-v1-train-2076,slack-sampled,혹시 이중에 마음에 드는 디자인이 있으신 분은,뒷 부분에 어느정도 해답이 있기를 ㅠㅠ,0.0,0.0,혹시 이중에 마음에 안 드는 디자인이 있으신 분은,뒷 부분에 어느정도의 해답이 있기를 ㅠㅠ
boostcamp-sts-v1-train-2079,petition-sampled,기업들 해외로 다 나갈려고 한다(18년차 근무자가 쓴글),(전체객차중 단 1개의 객차량중 반을 활용),0.0,0.0,우리 기업들 해외로 다 나갈려고 한다 ( 18년차 근무자가 쓴글 ),( 전체객차중 단 1개의 객차량중 나머지 반을 활용 )
boostcamp-sts-v1-train-2083,petition-sampled,"구적폐와 신적폐, 다 배척하여야할 대상, 보통 국민을 표준으로 하여주십시오",경계성 지능 장애인도 일반 장애인과 동일하게 대해주십시오,0.0,0.0,"구적폐와 신적폐, 다 배척하여야할 대상, 보통 국민을 위한 표준으로 하여주십시오","경계성 지능 장애인도, 일반 장애인과 동일하게 대해주십시오"
boostcamp-sts-v1-train-2085,nsmc-sampled,데미 무어의 파격적 변신.,세련된 총격전의 진수!,0.0,0.0,데미 무어의 이런 파격적 변신.,세련된 총격전의 진수!
